source_file,direction,source_term,context,proposed_translation,term_type,status,notes
sirukathaigal/sokki.md,tamil_to_english,சொக்கி / சொக்கிவிடுபவன்,"Heroine's name and Poongavanam's enchantment",Sokki / one who became captivated,name_wordplay,approved,"Name is retained while surrounding derivatives make the semantic echo visible."
sirukathaigal/sokki.md,tamil_to_english,பால் போன்ற அழகு / கள் போன்ற அழகு,"Narrator distinguishes nourishing natural beauty from intoxicating display",beauty like milk / beauty like liquor,extended_metaphor,approved,"Images retained rather than flattened into conventional beauty labels."
sirukathaigal/sokki.md,tamil_to_english,பழம் நழுவிப் பாலிலே விழுந்தது,"Sokki says Veliyappan's cinema opportunity succeeded perfectly",the fruit slipped and fell into the milk,idiom,provisional,"A favourable accident or outcome; literal fruit image suits the story's trade motif."
sirukathaigal/sokki.md,tamil_to_english,ஒரே கல்லிலே இரண்டு மாங்கா,"Sokki removes an unwanted groom and a business rival through one plan",two mangoes with one stone,idiom_wordplay,approved,"Tamil adaptation of the familiar two-birds idiom is retained because mangoes fit the fruit-shop setting."
sirukathaigal/oru_muttalin_kathai.md,tamil_to_english,முட்டாள்,"Repeated insult reclaimed by ethical workers and central Tolstoy figure",fool,title_reclamation,approved,"Meaning evolves from lack of schooling to principled resistance to war money and exploitation."
sirukathaigal/oru_muttalin_kathai.md,tamil_to_english,நிர்வாணபுரியில் ஆடை உடுத்தியவனைப் பித்தன்,"Veeran's analogy for accepting society's insult",a clothed person in a city of naked people is called mad,analogy,approved,"Literal image retained as part of the source's argument about inverted social norms."
sirukathaigal/oru_muttalin_kathai.md,tamil_to_english,உருவகங்களைப் பார் உருவங்களை எண்ணாதே,"Instruction for reading Tolstoy politically",attend to the allegory not merely the forms,interpretive_instruction,approved,"Distinguishes symbolic institutions from supernatural figures."
sirukathaigal/oru_muttalin_kathai.md,tamil_to_english,கரடுமுரடான கை,"Kingdom's rule for feeding workers",rough calloused hands,labour_symbolism,approved,"Physical sign of direct productive labour and the tale's criterion for entitlement to food."
sirukathaigal/yaarmeethu_kobithu.md,tamil_to_english,அக்கரை,"Repeated location of Mani and destination of migrant labourers",overseas / the other shore,polysemy,approved,"Literal other bank also carries emotional associations of distance and death; translated by context."
sirukathaigal/yaarmeethu_kobithu.md,tamil_to_english,அரும்பு மீசைகள்,"Young men repeatedly exported from Ponnur for labour",young men with budding moustaches,social_metaphor,approved,"Body image emphasizes youth and the village's recurring loss of a generation."
sirukathaigal/yaarmeethu_kobithu.md,tamil_to_english,காலணாக் கடுதாசி,"Old woman's repeated measure of minimal filial contact",quarter-anna letter,period_currency,approved,"Cost later rises in the narrative; retained rather than modernized."
sirukathaigal/yaarmeethu_kobithu.md,tamil_to_english,பேய்க்குப் பொறந்தவன்,"Priest's claim that Sannasi was conceived during possession",born to a ghost,superstition_term,approved,"Translated as the old woman's belief and the story's rationalist critique, not as fact."
sirukathaigal/yaarmeethu_kobithu.md,tamil_to_english,காவு வாங்குதல்,"Priest predicts successive family deaths demanded by the ghost",take as sacrifices,ritual_fear_term,approved,"Conveys sacrificial victimhood central to the prohibition against living with Sannasi."
sirukathaigal/yogapiyasam_1.md,tamil_to_english,யோகாப்யாசம்,"Title refrain for abuse committed under ascetic authority",Yoga Practice,title_irony,approved,"Rendered literally so the source's repeated bitter irony remains visible."
sirukathaigal/yogapiyasam_1.md,tamil_to_english,கோபிகை / பிருந்தாவன லீலை,"Religious language used to groom and coerce young women",gopi / sports of Brindavan,abuse_of_religious_idiom,approved,"Transliterated or translated in context without validating the perpetrator's divine claim."
sirukathaigal/yogapiyasam_1.md,tamil_to_english,பரலோக ஏஜண்டுகள்,"Fraudulent ascetics presented as intermediaries to salvation",agents of heaven,satirical_term,approved,"Preserves the modern commercial metaphor within religious critique."
sirukathaigal/yogapiyasam_1.md,tamil_to_english,துஷ்ட நிக்ரஹம்,"Imagined rhetoric against atheists",destroying evil,religious_political_term,approved,"Translated in quoted incitement and not endorsed by the narrator."
sirukathaigal/yogapiyasam_1.md,tamil_to_english,கள்வர் ஐவர்,"Opening item in traditional list denigrating the body",five thieves,philosophical_body_metaphor,provisional,"Likely refers to the five senses; source list retained without explanatory expansion in body text."
sirukathaigal/yogapiyasam_1.md,tamil_to_english,சோற்றுத்துருத்தி,"Traditional contemptuous description of the body",sack for rice,body_metaphor,provisional,"Literal compact rendering; exact lexical nuance may merit review."
sirukathaigal/puthiya_nayanar.md,tamil_to_english,வரிக்கழுதை நாயனார்,"Mock saint-name given to Kannappar",Varikkazhuthai Nayanar / Striped-Donkey Nayanar,satirical_name,approved,"Tamil form retained where used as a proper title; gloss supplied at first appearance."
sirukathaigal/puthiya_nayanar.md,tamil_to_english,சைவப்பழம்,"Description of an intensely orthodox elderly Saivite",ripe fruit of Saivism,idiom,approved,"Preserves the comic metaphor rather than flattening it to 'devout Saivite'."
sirukathaigal/puthiya_nayanar.md,tamil_to_english,முகாரி படலம்,"Comic naming of Mugil's lament as an epic canto in a plaintive raga",canto of Mugil's lament in the raga Mukhari,musical_wordplay,approved,"Retains both the epic-canto parody and the musical allusion."
sirukathaigal/puthiya_nayanar.md,tamil_to_english,எமப்பட்டினம்,"Maruthappan's despairing answer about his destination",Yamapattinam / city of death,wordplay,approved,"Transliterated and immediately glossed so the conductor's response remains intelligible."
sirukathaigal/puthiya_nayanar.md,tamil_to_english,சங்கட சகடம்,"Alliterative image of being caught in a vehicle or wheel of distress",wheel of distress,wordplay,provisional,"Prioritizes the image and emotional sense; the exact pun cannot be reproduced fully in English."
sirukathaigal/puthiya_nayanar.md,tamil_to_english,நாயனார் மகள் / ஆழ்வார் மகன்,"Mugil and Maruthappan's closing sectarian saint-name joke",daughter of a Nayanar / son of an Alvar,religious_wordplay,approved,"Titles are transliterated to preserve the Saivite-Vaishnavite contrast."
katturaigal/aanalum.md,tamil_to_english,ஆனாலும்,"Repeated pivot contrasting official achievements with unresolved outcomes",and yet,rhetorical_refrain,approved,"Rendered consistently throughout to preserve the article's structural argument."
