source_file,source_fragment,probable_reading,status,notes
katturaigal/hindi_kattaya.md,"கல்வி அமைச்சருக்கு .28-6-48.இல்","கல்வி அமைச்சருக்கு 28-6-48 இல்",probable,"Stray punctuation surrounds the date; translation normalises only English presentation."
katturaigal/hindi_kattaya.md,"(புகல் அறிவிப்பில் இல்லாததால்","பொது அறிவிப்பில் இல்லாததால்",probable,"OCR damages the word public in the letter; translation follows sentence context."
katturaigal/hindi_kattaya.md,"(திராவிட நாடு - 47.48)","[date requires image review]",unresolved,"Publication date separators or digits are missing; source and English retain the OCR reading."
katturaigal/iru_vetrigal.md,"அதிக்கபுரியினரின்","ஆதிக்கபுரியினரின்",probable,"Long vowel is omitted in the repeated word for forces of domination; translation follows context."
katturaigal/iru_vetrigal.md,"ஒன்று பாகிஸ்தானத்தில்; இன்னொன்று இழ்துஸ்தானத்தில்","ஒன்று பாகிஸ்தானத்தில்; இன்னொன்று ஹிந்துஸ்தானத்தில்",probable,"Initial characters in Hindustan are OCR-damaged; translation follows the Pakistan/Hindustan contrast."
katturaigal/iru_vetrigal.md,"பாஞ்சாலமும் வங்கமும் ... ஜலைகளும் ஆகஸ்ட்டுகளும்","பாஞ்சாலமும் வங்கமும் ... ஜூலைகளும் ஆகஸ்ட்டுகளும்",probable,"Month name is OCR-damaged; translation preserves the political allusion without altering source."
katturaigal/kaeteergala.md,"அதற்குச் சம்பந்தப்பட்டவர்களின் ஒப்புதலோடு","[printed title and opening missing]",incomplete_source,"Translated from the surviving reported sequence through the printed conclusion; unresolved antecedent was retained and a descriptive title supplied."
katturaigal/kaviyarasi.md,"எம்.ஜி. நாயுடு / மேஜர் எம். கோவிந்தராஜுலு","[name and rank require source review]",unresolved,"The spouse is described inconsistently; translation conservatively follows each visible occurrence."
katturaigal/kaviyarasi.md,"'பொன் வாசல்', 'காலப்பறவை', 'முறிந்த இறகு'","The Golden Threshold; The Bird of Time; The Broken Wing",verified_term,"English book titles are identifiable; Tamil source remains unchanged."
katturaigal/july.md,"ஜாலை 75 / ஜுலை 75","ஜூலை 15",probable,"The date is repeatedly recognised with damaged vowel and digit; article context and title establish July 15."
katturaigal/july.md,"(செய்தி - 18-7-25- திராவிட நாடு)","[year requires image review]",unresolved,"The article marks the second anniversary of July 15 and the visible year is likely OCR-damaged; source and English retain it."
katturaigal/july.md,"திராவிட நாடு, தனது அன்பு வணக்கங்களை","[publication voice or authorial voice]",uncertain_term,"Closing explicitly names the journal as speaker; translation retains that wording."
katturaigal/kambar_maanadu.md,"பண்டித இருந்தார் ... மணியுடன்","பண்டிதமணியுடன் ... இருந்தார்",probable,"Column-order OCR splits and reorders the phrase describing the person accompanying Pandithamani; translation follows recoverable layout context."
katturaigal/kambar_maanadu.md,"முக்கயி கமிட்டி மெம்பர்கள்","முக்கிய கமிட்டி மெம்பர்கள்",probable,"Letters are transposed in முக்கிய; translation follows the clear organisational list."
katturaigal/keezhae_vizhuntha.md,"தம்பிகளும் சக்காபாணியை துதஇத்தனராம்","தம்பிகளும் சக்கரபாணியைத் துதித்தனராம்",probable,"Several letters are missing or transposed; translation follows the identifiable Krishna epithet and verb."
katturaigal/keezhae_vizhuntha.md,"கீழே விழுந்த பழம், உயர நோக்கி","கீழே விழுந்த பழம், உயர நோக்கி",uncertain_term,"The upward-moving fruit is a deliberate puranic contrast with Newton's apple, not an OCR correction."
katturaigal/keezhae_vizhuntha.md,"வத்திப்,","[stray OCR or printed footer]",unresolved,"Unidentified text follows the date and is omitted from translated prose but retained in source."
katturaigal/koluppommai.md,"கொலுப் பொம்மைகள்!","கொலுப் பொம்மைகள்!",uncertain_term,"Title refers to dolls arranged for display and is rendered contextually as Display Dolls."
katturaigal/koluppommai.md,"அமைச்சர் பிர்ம்ம் . பிரகாஷ்","அமைச்சர் பிரம்ம பிரகாஷ்",probable,"Minister's name is OCR-damaged; translation uses the identifiable name Brahm Prakash."
katturaigal/koluppommai.md,"(11% 23 %4:1.1956","[publication line requires image review]",unresolved,"Publication name and most date characters are severely damaged; English records only the visible year."
katturaigal/koluthuvathu.md,"புராணகாலம். (116-111910110) வரலாற்றுக்காலம் ((15910110)","புராணகாலம் (pre-historic), வரலாற்றுக்காலம் (historic)",probable,"English parenthetical labels are destroyed by OCR; translation follows the explicit three-period classification."
katturaigal/koluthuvathu.md,"தமக்கு வேண்டாதவைகளை அழிக்கத் தயையே பயன்படுத்தி","தமக்கு வேண்டாதவைகளை அழிக்கத் தீயையே பயன்படுத்தி",probable,"Vowel is misrecognised in தீயையே; translation follows the repeated fire context."
katturaigal/koluthuvathu.md,"அவருடைய சகாவின் கம்பாராமயணத்தை","[phrase requires image review]",unresolved,"The phrase appears to call Kambar a companion of the deity but contains OCR damage; translation remains conservative."
